Coal Mine Owner,Coal Mine Owner ABBRV,Coal/Lignite,Country,District Name,Govt Owned/Private,Latitude,Longitude,Mine Name,Mine Type,SL No.,State,Production
GHCL Limited,GHCL Limited,Lignite,India,Bhavnagar,Private,21.6259,72.2397,KHADSALIYA LIGNITE MINE (CAPTIVE),OC,395,Gujarat,0.06
Barmer Lignite Mining Company Limited,BLMCL,Lignite,India,Barmer,State Government,25.056,71.02122,Kapurdi Lignite Block (CAPTIVE),OC,396,Rajasthan,4.5
Barmer Lignite Mining Company Limited,BLMCL,Lignite,India,Barmer,State Government,25.5138,71.2436,Jalipa Lignite Block (CAPTIVE),OC,397,Rajasthan,0.91
Rajasthan State Mines & Minerals Limited,RSMML,Lignite,India,Barmer,State Government,26.0124,71.1347,Giral mine (CAPTIVE),OC,398,Rajasthan,0.19
Rajasthan State Mines & Minerals Limited,RSMML,Lignite,India,Nagaur,State Government,25.5709,71.1542,Sonari (CAPTIVE),OC,399,Rajasthan,0.29
Rajasthan State Mines & Minerals Limited,RSMML,Lignite,India,Nagaur,State Government,27.03,74.024,MATASUKH & KASNAU (CAPTIVE),OC,400,Rajasthan,0.29
VS Lignite Power Private Limited,VS Lignite Power Private Limited,Lignite,India,Bikaner,Private,27.52314,72.51259,Gurha East Lignite Mine (CAPTIVE),OC,401,Rajasthan,0.67
NLC India Limited,NLC Ltd,Lignite,India,Bikaner,State Government,27.4859,73.112,Barsingsar Mine,OC,402,Rajasthan,1.35
Telangana State Power Generation Corporation Ltd,TSPGCL,Coal,India,Karimnagar,State Government,18.61625,79.72295,Tadicherla  (CAPTIVE),OC,403,Telangana,1.673
The Singareni Collieries Company Limited,SCCL,Coal,India,Bhadradri Kothagudem,State Government,17.2615,80.3738,GK OC,OC,404,Telangana,3.995176
The Singareni Collieries Company Limited,SCCL,Coal,India,Bhadradri Kothagudem,State Government,17.095459,80.454338,JVR OC-II,OC,405,Telangana,4.828857
The Singareni Collieries Company Limited,SCCL,Coal,India,Bhadradri Kothagudem,State Government,17.1301,80.492,JVR OC,OC,406,Telangana,3.813674
The Singareni Collieries Company Limited,SCCL,Coal,India,Bhadradri Kothagudem,State Government,17.2265,80.7865,KISTARAM OC,OC,407,Telangana,0.192418
The Singareni Collieries Company Limited,SCCL,Coal,India,Bhadradri Kothagudem,State Government,17.6258,80.4845,KOYAGUDEM OC-II,OC,408,Telangana,3.5
The Singareni Collieries Company Limited,SCCL,Coal,India,Bhadradri Kothagudem,State Government,17.5783,80.3225,JK-5 OC,OC,409,Telangana,3.376755
The Singareni Collieries Company Limited,SCCL,Coal,India,Bhadradri Kothagudem,State Government,17.6265,80.4926,KOYAGUDEM OC-III,OC,410,Telangana,0
The Singareni Collieries Company Limited,SCCL,Coal,India,Bhadradri Kothagudem,State Government,17.9406,80.772,PK - OC-2,OC,411,Telangana,5.021738
The Singareni Collieries Company Limited,SCCL,Coal,India,Bhadradri Kothagudem,State Government,17.9391,80.7784,PK OC-4,OC,412,Telangana,2.980751
The Singareni Collieries Company Limited,SCCL,Coal,India,Bhadradri Kothagudem,State Government,17.976,80.8346,MNG OC,OC,413,Telangana,1.8
The Singareni Collieries Company Limited,SCCL,Coal,India,Bhadradri Kothagudem,State Government,17.4983,80.6706,PVK-5,UG,414,Telangana,0.210019
The Singareni Collieries Company Limited,SCCL,Coal,India,Bhadradri Kothagudem,State Government,17.4793,80.6792,VK 7 INC,UG,415,Telangana,0.416341
The Singareni Collieries Company Limited,SCCL,Coal,India,Bhadradri Kothagudem,State Government,17.5949,80.2244,21 INC,UG,416,Telangana,0.000972
The Singareni Collieries Company Limited,SCCL,Coal,India,Bhadradri Kothagudem,State Government,17.9481,80.75,KONDAPURAM,UG,417,Telangana,0.019911
The Singareni Collieries Company Limited,SCCL,Coal,India,Jayashankar Bhoopalpally,State Government,18.461,79.8605,KTK 1-1A,OC,418,Telangana,0.338534
The Singareni Collieries Company Limited,SCCL,Coal,India,Jayashankar Bhoopalpally,State Government,18.5126,79.7622,KTK 5 INC,OC,419,Telangana,0.335209
The Singareni Collieries Company Limited,SCCL,Coal,India,Jayashankar Bhoopalpally,State Government,18.4623,79.859,KTK-6 INC,OC,420,Telangana,0.191889
The Singareni Collieries Company Limited,SCCL,Coal,India,Jayashankar Bhoopalpally,State Government,18.4568,79.8572,KTK OC-II,OC,421,Telangana,1.269485
The Singareni Collieries Company Limited,SCCL,Coal,India,Jayashankar Bhoopalpally,State Government,18.4639,79.8611,KTK 8&8A,OC,422,Telangana,0.278343
The Singareni Collieries Company Limited,SCCL,Coal,India,Jayashankar Bhoopalpally,State Government,18.355,79.9017,KTK OC- III,OC,423,Telangana,0
The Singareni Collieries Company Limited,SCCL,Coal,India,Komaram Bheem,State Government,19.2458,79.2854,KHAIRAGURA OCP,OC,424,Telangana,2.602655
The Singareni Collieries Company Limited,SCCL,Coal,India,Komaram Bheem,State Government,19.2125,79.3547,BPA.OC-2-EXTN,OC,425,Telangana,0.406065
The Singareni Collieries Company Limited,SCCL,Coal,India,Komaram Bheem,State Government,19.2785,79.2174,DORLI OCP-I,OC,426,Telangana,0.018178
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,18.92721975,79.4894936,RK OCP-I,OC,427,Telangana,1.969656
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,19.01,79.4651,KK OC,OC,428,Telangana,1.750009
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,18.8278,79.5042,SRP OC-II,OC,429,Telangana,2.969306
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,18.8208,79.4917,IK OC,OC,430,Telangana,0
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,19.0571,79.422,KASIPET2,UG,431,Telangana,0.042699
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,18.8894,79.5081,RK 5 INC,UG,432,Telangana,0.320156
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,18.8724,79.5174,RK 6 INC,UG,433,Telangana,0.342369
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,18.8717,79.5289,RK 7 INC,UG,434,Telangana,0.401343
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,18.8958,79.4917,RK 8 INC,UG,435,Telangana,0.130816
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,18.8564,79.5325,RK - NT,UG,436,Telangana,0.400378
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,18.8576,79.4994,SRP 1 INC,UG,437,Telangana,0.161502
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,18.8596,79.5012,SRP 3&3A INC,UG,438,Telangana,0.283302
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,18.8063,79.5208,IK 1A INC,UG,439,Telangana,0.225118
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,18.6648,79.579,ALP,UG,440,Telangana,2.060188
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,19.0508,79.5333,SK,UG,441,Telangana,0.091051
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,18.9915,79.4796,KK 1 INC,UG,442,Telangana,0.130566
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,18.8278,79.4833,KK 5 INC,UG,443,Telangana,0.14425
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,19.0203,79.4397,KASIPET,UG,444,Telangana,0.172991
The Singareni Collieries Company Limited,SCCL,Coal,India,Mancherial,State Government,18.9507,79.4879,RK 1A INC,UG,445,Telangana,0.115257
The Singareni Collieries Company Limited,SCCL,Coal,India,Peddapalli,State Government,18.7425,79.5577,GDK 5 OC,OC,446,Telangana,0
The Singareni Collieries Company Limited,SCCL,Coal,India,Peddapalli,State Government,18.7993,79.4652,MEDIPALLI OC,OC,447,Telangana,1.084318
The Singareni Collieries Company Limited,SCCL,Coal,India,Peddapalli,State Government,18.60610194,79.38994198,MEDPL HW,OC,448,Telangana,0.165635
The Singareni Collieries Company Limited,SCCL,Coal,India,Peddapalli,State Government,18.7111,79.5158,RG OC-3,OC,449,Telangana,4.234619
The Singareni Collieries Company Limited,SCCL,Coal,India,Peddapalli,State Government,18.6976,79.5352,RG OC-III EXT PH-2,OC,450,Telangana,2.562118
The Singareni Collieries Company Limited,SCCL,Coal,India,Peddapalli,State Government,18.6782,79.5406,RG OC-2,OC,451,Telangana,2.368628
The Singareni Collieries Company Limited,SCCL,Coal,India,Peddapalli,State Government,18.6683,79.5542,RG OC-I LEP,OC,452,Telangana,4.634942
The Singareni Collieries Company Limited,SCCL,Coal,India,Peddapalli,State Government,18.4014,79.3321,Vakilpalli Mine,UG,453,Telangana,0.14763
The Singareni Collieries Company Limited,SCCL,Coal,India,Peddapalli,State Government,18.4316,79.3842,GDK 7 (LEP),UG,454,Telangana,0.198926
The Singareni Collieries Company Limited,SCCL,Coal,India,Peddapalli,State Government,18.0452,79.3025,GDK 1&3 INC,UG,455,Telangana,0.214798
The Singareni Collieries Company Limited,SCCL,Coal,India,Peddapalli,State Government,18.4221,79.3111,GDK 2&2A INC,UG,456,Telangana,0.283656
The Singareni Collieries Company Limited,SCCL,Coal,India,Peddapalli,State Government,18.4545,79.3546,GDK 5 INC,UG,457,Telangana,0.018202
The Singareni Collieries Company Limited,SCCL,Coal,India,Peddapalli,State Government,18.4161,79.3258,GDK 11 INC,UG,458,Telangana,0.804029
The Singareni Collieries Company Limited,SCCL,Coal,India,Peddapalli,State Government,18.3915,79.3345,GDK 10 INC,UG,459,Telangana,0.019551
